userID,email,gameID,title,status,price,progress
user_unique_68,player_68@steam.ua,40068,Game Vol.68,Running,29.5,76%
user_unique_69,player_69@steam.ua,40069,Game Vol.69,Installed,59.99,24%
user_unique_70,player_70@steam.ua,40070,Game Vol.70,Installed,9.99,14%
user_unique_71,player_71@steam.ua,40071,Game Vol.71,Running,59.99,28%
user_unique_72,player_72@steam.ua,40072,Game Vol.72,Installed,9.99,70%
user_unique_73,player_73@steam.ua,40073,Game Vol.73,Running,29.5,99%
user_unique_74,player_74@steam.ua,40074,Game Vol.74,Running,59.99,11%
user_unique_75,player_75@steam.ua,40075,Game Vol.75,Running,0.0,31%
user_unique_76,player_76@steam.ua,40076,Game Vol.76,Running,9.99,90%
user_unique_77,player_77@steam.ua,40077,Game Vol.77,Installed,29.5,18%
user_unique_78,player_78@steam.ua,40078,Game Vol.78,Running,9.99,52%
user_unique_79,player_79@steam.ua,40079,Game Vol.79,Installed,0.0,23%
user_unique_80,player_80@steam.ua,40080,Game Vol.80,Running,0.0,73%
user_unique_81,player_81@steam.ua,40081,Game Vol.81,Installed,59.99,28%
user_unique_82,player_82@steam.ua,40082,Game Vol.82,Running,29.5,63%
user_unique_83,player_83@steam.ua,40083,Game Vol.83,In Library,59.99,6%
user_unique_84,player_84@steam.ua,40084,Game Vol.84,In Library,0.0,7%
user_unique_85,player_85@steam.ua,40085,Game Vol.85,Installed,29.5,57%
user_unique_86,player_86@steam.ua,40086,Game Vol.86,In Library,9.99,77%
user_unique_87,player_87@steam.ua,40087,Game Vol.87,Installed,59.99,25%
user_unique_88,player_88@steam.ua,40088,Game Vol.88,Running,0.0,91%
user_unique_89,player_89@steam.ua,40089,Game Vol.89,In Library,9.99,32%
user_unique_90,player_90@steam.ua,40090,Game Vol.90,Running,0.0,48%
user_unique_91,player_91@steam.ua,40091,Game Vol.91,In Library,0.0,80%
user_unique_92,player_92@steam.ua,40092,Game Vol.92,Running,59.99,78%
user_unique_93,player_93@steam.ua,40093,Game Vol.93,Running,59.99,26%
user_unique_94,player_94@steam.ua,40094,Game Vol.94,Installed,0.0,0%
user_unique_95,player_95@steam.ua,40095,Game Vol.95,Installed,9.99,58%
user_unique_96,player_96@steam.ua,40096,Game Vol.96,Installed,59.99,11%
user_unique_97,player_97@steam.ua,40097,Game Vol.97,Running,0.0,52%
user_unique_98,player_98@steam.ua,40098,Game Vol.98,Running,0.0,73%
user_unique_99,player_99@steam.ua,40099,Game Vol.99,In Library,0.0,39%
user_unique_100,player_100@steam.ua,40100,Game Vol.100,In Library,29.5,45%
user_unique_101,player_101@steam.ua,40101,Game Vol.101,In Library,29.5,98%
user_unique_102,player_102@steam.ua,40102,Game Vol.102,In Library,29.5,64%
user_unique_103,player_103@steam.ua,40103,Game Vol.103,Running,59.99,84%
user_unique_104,player_104@steam.ua,40104,Game Vol.104,In Library,9.99,74%
user_unique_105,player_105@steam.ua,40105,Game Vol.105,In Library,29.5,66%
user_unique_106,player_106@steam.ua,40106,Game Vol.106,In Library,29.5,14%
user_unique_107,player_107@steam.ua,40107,Game Vol.107,In Library,29.5,30%
user_unique_108,player_108@steam.ua,40108,Game Vol.108,Installed,9.99,19%
user_unique_109,player_109@steam.ua,40109,Game Vol.109,Installed,0.0,24%
user_unique_110,player_110@steam.ua,40110,Game Vol.110,Installed,0.0,48%
user_unique_111,player_111@steam.ua,40111,Game Vol.111,In Library,0.0,29%
user_unique_112,player_112@steam.ua,40112,Game Vol.112,Running,59.99,81%
user_unique_113,player_113@steam.ua,40113,Game Vol.113,In Library,0.0,68%
user_unique_114,player_114@steam.ua,40114,Game Vol.114,Installed,59.99,95%
user_unique_115,player_115@steam.ua,40115,Game Vol.115,Running,19.99,93%
user_unique_116,player_116@steam.ua,40116,Game Vol.116,Installed,29.5,41%
user_unique_117,player_117@steam.ua,40117,Game Vol.117,Running,9.99,31%
user_unique_118,player_118@steam.ua,40118,Game Vol.118,Installed,0.0,40%
user_unique_119,player_119@steam.ua,40119,Game Vol.119,Installed,59.99,68%
user_unique_120,player_120@steam.ua,40120,Game Vol.120,Running,9.99,72%
user_unique_121,player_121@steam.ua,40121,Game Vol.121,In Library,9.99,78%
user_unique_122,player_122@steam.ua,40122,Game Vol.122,Installed,29.5,48%
user_unique_123,player_123@steam.ua,40123,Game Vol.123,In Library,29.5,37%
user_unique_124,player_124@steam.ua,40124,Game Vol.124,Installed,59.99,35%
user_unique_125,player_125@steam.ua,40125,Game Vol.125,Running,29.5,85%
user_unique_126,player_126@steam.ua,40126,Game Vol.126,In Library,0.0,66%
user_unique_127,player_127@steam.ua,40127,Game Vol.127,Installed,59.99,68%
user_unique_128,player_128@steam.ua,40128,Game Vol.128,Running,19.99,59%
user_unique_129,player_129@steam.ua,40129,Game Vol.129,Installed,9.99,10%
user_unique_130,player_130@steam.ua,40130,Game Vol.130,Installed,29.5,67%
user_unique_131,player_131@steam.ua,40131,Game Vol.131,In Library,59.99,60%
user_unique_132,player_132@steam.ua,40132,Game Vol.132,Installed,9.99,85%
user_unique_133,player_133@steam.ua,40133,Game Vol.133,Running,0.0,68%
user_unique_134,player_134@steam.ua,40134,Game Vol.134,In Library,19.99,87%
user_unique_135,player_135@steam.ua,40135,Game Vol.135,Running,59.99,6%
user_unique_136,player_136@steam.ua,40136,Game Vol.136,Installed,59.99,32%
user_unique_137,player_137@steam.ua,40137,Game Vol.137,Running,9.99,65%
user_unique_138,player_138@steam.ua,40138,Game Vol.138,In Library,29.5,17%
user_unique_139,player_139@steam.ua,40139,Game Vol.139,Running,9.99,13%
user_unique_140,player_140@steam.ua,40140,Game Vol.140,Running,9.99,13%
user_unique_141,player_141@steam.ua,40141,Game Vol.141,In Library,19.99,11%
user_unique_142,player_142@steam.ua,40142,Game Vol.142,In Library,59.99,20%
user_unique_143,player_143@steam.ua,40143,Game Vol.143,Running,59.99,57%
user_unique_144,player_144@steam.ua,40144,Game Vol.144,Installed,19.99,75%
user_unique_145,player_145@steam.ua,40145,Game Vol.145,Installed,59.99,63%
user_unique_146,player_146@steam.ua,40146,Game Vol.146,Running,19.99,12%
user_unique_147,player_147@steam.ua,40147,Game Vol.147,Running,0.0,24%
user_unique_148,player_148@steam.ua,40148,Game Vol.148,Running,19.99,61%
user_unique_149,player_149@steam.ua,40149,Game Vol.149,Running,59.99,40%
user_unique_150,player_150@steam.ua,40150,Game Vol.150,Running,9.99,41%
user_unique_151,player_151@steam.ua,40151,Game Vol.151,In Library,19.99,53%
user_unique_152,player_152@steam.ua,40152,Game Vol.152,Installed,59.99,20%
user_unique_153,player_153@steam.ua,40153,Game Vol.153,Running,0.0,76%
user_unique_154,player_154@steam.ua,40154,Game Vol.154,Installed,29.5,75%
user_unique_155,player_155@steam.ua,40155,Game Vol.155,Installed,59.99,18%
user_unique_156,player_156@steam.ua,40156,Game Vol.156,In Library,29.5,27%
user_unique_157,player_157@steam.ua,40157,Game Vol.157,In Library,19.99,5%
user_unique_158,player_158@steam.ua,40158,Game Vol.158,Running,19.99,100%
user_unique_159,player_159@steam.ua,40159,Game Vol.159,Running,0.0,10%
user_unique_160,player_160@steam.ua,40160,Game Vol.160,Running,59.99,81%
user_unique_161,player_161@steam.ua,40161,Game Vol.161,Installed,29.5,14%
user_unique_162,player_162@steam.ua,40162,Game Vol.162,Installed,59.99,68%
user_unique_163,player_163@steam.ua,40163,Game Vol.163,Installed,19.99,97%
user_unique_164,player_164@steam.ua,40164,Game Vol.164,In Library,29.5,70%
user_unique_165,player_165@steam.ua,40165,Game Vol.165,In Library,19.99,34%
user_unique_166,player_166@steam.ua,40166,Game Vol.166,In Library,0.0,39%
user_unique_167,player_167@steam.ua,40167,Game Vol.167,In Library,9.99,60%
user_unique_168,player_168@steam.ua,40168,Game Vol.168,Running,59.99,70%
user_unique_169,player_169@steam.ua,40169,Game Vol.169,Running,29.5,87%
user_unique_170,player_170@steam.ua,40170,Game Vol.170,Running,9.99,93%
user_unique_171,player_171@steam.ua,40171,Game Vol.171,Running,9.99,95%
user_unique_172,player_172@steam.ua,40172,Game Vol.172,In Library,9.99,77%
user_unique_173,player_173@steam.ua,40173,Game Vol.173,Installed,59.99,59%
user_unique_174,player_174@steam.ua,40174,Game Vol.174,In Library,0.0,22%
user_unique_175,player_175@steam.ua,40175,Game Vol.175,Installed,29.5,56%
user_unique_176,player_176@steam.ua,40176,Game Vol.176,Running,19.99,36%
user_unique_177,player_177@steam.ua,40177,Game Vol.177,Running,9.99,23%
user_unique_178,player_178@steam.ua,40178,Game Vol.178,Installed,19.99,39%
user_unique_179,player_179@steam.ua,40179,Game Vol.179,In Library,0.0,0%
user_unique_180,player_180@steam.ua,40180,Game Vol.180,Installed,0.0,58%
user_unique_181,player_181@steam.ua,40181,Game Vol.181,Running,9.99,35%
user_unique_182,player_182@steam.ua,40182,Game Vol.182,Running,29.5,10%
user_unique_183,player_183@steam.ua,40183,Game Vol.183,Running,59.99,91%
user_unique_184,player_184@steam.ua,40184,Game Vol.184,Running,19.99,52%
user_unique_185,player_185@steam.ua,40185,Game Vol.185,Installed,0.0,96%
user_unique_186,player_186@steam.ua,40186,Game Vol.186,Installed,59.99,76%
user_unique_187,player_187@steam.ua,40187,Game Vol.187,Installed,19.99,36%
user_unique_188,player_188@steam.ua,40188,Game Vol.188,Installed,19.99,0%
user_unique_189,player_189@steam.ua,40189,Game Vol.189,Running,29.5,70%
user_unique_190,player_190@steam.ua,40190,Game Vol.190,Running,19.99,21%
user_unique_191,player_191@steam.ua,40191,Game Vol.191,Running,19.99,90%
user_unique_192,player_192@steam.ua,40192,Game Vol.192,In Library,9.99,71%
user_unique_193,player_193@steam.ua,40193,Game Vol.193,Installed,0.0,40%
user_unique_194,player_194@steam.ua,40194,Game Vol.194,In Library,29.5,85%
user_unique_195,player_195@steam.ua,40195,Game Vol.195,In Library,9.99,25%
user_unique_196,player_196@steam.ua,40196,Game Vol.196,Running,29.5,69%
user_unique_197,player_197@steam.ua,40197,Game Vol.197,In Library,9.99,56%
user_unique_198,player_198@steam.ua,40198,Game Vol.198,In Library,9.99,85%
user_unique_199,player_199@steam.ua,40199,Game Vol.199,In Library,9.99,32%
user_unique_200,player_200@steam.ua,40200,Game Vol.200,In Library,29.5,77%
user_unique_201,player_201@steam.ua,40201,Game Vol.201,Installed,29.5,90%
user_unique_202,player_202@steam.ua,40202,Game Vol.202,Installed,59.99,72%
user_unique_203,player_203@steam.ua,40203,Game Vol.203,Installed,29.5,41%
user_unique_204,player_204@steam.ua,40204,Game Vol.204,Running,59.99,32%
user_unique_205,player_205@steam.ua,40205,Game Vol.205,In Library,29.5,6%
user_unique_206,player_206@steam.ua,40206,Game Vol.206,In Library,0.0,90%
user_unique_207,player_207@steam.ua,40207,Game Vol.207,Running,9.99,54%
user_unique_208,player_208@steam.ua,40208,Game Vol.208,Running,59.99,75%
user_unique_209,player_209@steam.ua,40209,Game Vol.209,Installed,19.99,76%
user_unique_210,player_210@steam.ua,40210,Game Vol.210,In Library,59.99,8%
user_unique_211,player_211@steam.ua,40211,Game Vol.211,In Library,19.99,27%
user_unique_212,player_212@steam.ua,40212,Game Vol.212,Installed,19.99,73%
user_unique_213,player_213@steam.ua,40213,Game Vol.213,Running,29.5,88%
user_unique_214,player_214@steam.ua,40214,Game Vol.214,Running,29.5,44%
user_unique_215,player_215@steam.ua,40215,Game Vol.215,Running,0.0,17%
user_unique_216,player_216@steam.ua,40216,Game Vol.216,Running,9.99,10%
user_unique_217,player_217@steam.ua,40217,Game Vol.217,Installed,19.99,35%
user_unique_218,player_218@steam.ua,40218,Game Vol.218,Installed,0.0,8%
user_unique_219,player_219@steam.ua,40219,Game Vol.219,In Library,9.99,69%
user_unique_220,player_220@steam.ua,40220,Game Vol.220,In Library,0.0,85%
user_unique_221,player_221@steam.ua,40221,Game Vol.221,In Library,19.99,72%
user_unique_222,player_222@steam.ua,40222,Game Vol.222,Installed,29.5,53%
user_unique_223,player_223@steam.ua,40223,Game Vol.223,In Library,0.0,5%
user_unique_224,player_224@steam.ua,40224,Game Vol.224,Installed,29.5,92%
user_unique_225,player_225@steam.ua,40225,Game Vol.225,In Library,0.0,54%
user_unique_226,player_226@steam.ua,40226,Game Vol.226,In Library,9.99,74%
user_unique_227,player_227@steam.ua,40227,Game Vol.227,In Library,59.99,54%
user_unique_228,player_228@steam.ua,40228,Game Vol.228,Installed,0.0,16%
user_unique_229,player_229@steam.ua,40229,Game Vol.229,In Library,29.5,81%
user_unique_230,player_230@steam.ua,40230,Game Vol.230,Installed,9.99,33%
user_unique_231,player_231@steam.ua,40231,Game Vol.231,In Library,0.0,51%
user_unique_232,player_232@steam.ua,40232,Game Vol.232,In Library,59.99,90%
user_unique_233,player_233@steam.ua,40233,Game Vol.233,Running,59.99,41%
user_unique_234,player_234@steam.ua,40234,Game Vol.234,Running,59.99,8%
user_unique_235,player_235@steam.ua,40235,Game Vol.235,Running,59.99,31%
user_unique_236,player_236@steam.ua,40236,Game Vol.236,Running,59.99,72%
user_unique_237,player_237@steam.ua,40237,Game Vol.237,Installed,59.99,69%
user_unique_238,player_238@steam.ua,40238,Game Vol.238,Installed,19.99,67%
user_unique_239,player_239@steam.ua,40239,Game Vol.239,In Library,9.99,94%
user_unique_240,player_240@steam.ua,40240,Game Vol.240,Installed,29.5,3%
user_unique_241,player_241@steam.ua,40241,Game Vol.241,Running,0.0,71%
user_unique_242,player_242@steam.ua,40242,Game Vol.242,Installed,29.5,56%
user_unique_243,player_243@steam.ua,40243,Game Vol.243,In Library,0.0,93%
user_unique_244,player_244@steam.ua,40244,Game Vol.244,In Library,9.99,89%
user_unique_245,player_245@steam.ua,40245,Game Vol.245,Installed,9.99,44%
user_unique_246,player_246@steam.ua,40246,Game Vol.246,In Library,59.99,72%
user_unique_247,player_247@steam.ua,40247,Game Vol.247,In Library,9.99,95%
user_unique_248,player_248@steam.ua,40248,Game Vol.248,In Library,19.99,8%
user_unique_249,player_249@steam.ua,40249,Game Vol.249,Installed,59.99,54%
user_unique_250,player_250@steam.ua,40250,Game Vol.250,Installed,59.99,82%
user_unique_251,player_251@steam.ua,40251,Game Vol.251,Running,0.0,30%
user_unique_252,player_252@steam.ua,40252,Game Vol.252,Installed,59.99,61%
user_unique_253,player_253@steam.ua,40253,Game Vol.253,Installed,19.99,67%
user_unique_254,player_254@steam.ua,40254,Game Vol.254,Running,19.99,56%
user_unique_255,player_255@steam.ua,40255,Game Vol.255,In Library,59.99,100%
user_unique_256,player_256@steam.ua,40256,Game Vol.256,Running,59.99,62%
user_unique_257,player_257@steam.ua,40257,Game Vol.257,Installed,59.99,52%
user_unique_258,player_258@steam.ua,40258,Game Vol.258,Installed,29.5,9%
user_unique_259,player_259@steam.ua,40259,Game Vol.259,Installed,19.99,22%
user_unique_260,player_260@steam.ua,40260,Game Vol.260,Installed,0.0,53%
user_unique_261,player_261@steam.ua,40261,Game Vol.261,Running,0.0,51%
user_unique_262,player_262@steam.ua,40262,Game Vol.262,Installed,19.99,11%
user_unique_263,player_263@steam.ua,40263,Game Vol.263,Running,29.5,88%
user_unique_264,player_264@steam.ua,40264,Game Vol.264,Running,19.99,25%
user_unique_265,player_265@steam.ua,40265,Game Vol.265,Installed,59.99,85%
user_unique_266,player_266@steam.ua,40266,Game Vol.266,In Library,29.5,88%
user_unique_267,player_267@steam.ua,40267,Game Vol.267,In Library,0.0,95%
user_unique_268,player_268@steam.ua,40268,Game Vol.268,Running,29.5,15%
user_unique_269,player_269@steam.ua,40269,Game Vol.269,Running,19.99,92%
user_unique_270,player_270@steam.ua,40270,Game Vol.270,Installed,59.99,3%
user_unique_271,player_271@steam.ua,40271,Game Vol.271,In Library,19.99,75%
user_unique_272,player_272@steam.ua,40272,Game Vol.272,Running,29.5,13%
user_unique_273,player_273@steam.ua,40273,Game Vol.273,In Library,0.0,86%
user_unique_274,player_274@steam.ua,40274,Game Vol.274,Installed,19.99,36%
user_unique_275,player_275@steam.ua,40275,Game Vol.275,Installed,29.5,79%
user_unique_276,player_276@steam.ua,40276,Game Vol.276,In Library,9.99,94%
user_unique_277,player_277@steam.ua,40277,Game Vol.277,Running,59.99,2%
user_unique_278,player_278@steam.ua,40278,Game Vol.278,In Library,0.0,48%
user_unique_279,player_279@steam.ua,40279,Game Vol.279,In Library,19.99,24%
user_unique_280,player_280@steam.ua,40280,Game Vol.280,Installed,19.99,26%
user_unique_281,player_281@steam.ua,40281,Game Vol.281,In Library,29.5,96%
user_unique_282,player_282@steam.ua,40282,Game Vol.282,Running,9.99,19%
user_unique_283,player_283@steam.ua,40283,Game Vol.283,Running,19.99,46%
user_unique_284,player_284@steam.ua,40284,Game Vol.284,Installed,29.5,93%
user_unique_285,player_285@steam.ua,40285,Game Vol.285,Installed,0.0,37%
user_unique_286,player_286@steam.ua,40286,Game Vol.286,Running,0.0,93%
user_unique_287,player_287@steam.ua,40287,Game Vol.287,In Library,59.99,42%
user_unique_288,player_288@steam.ua,40288,Game Vol.288,In Library,9.99,6%
user_unique_289,player_289@steam.ua,40289,Game Vol.289,Installed,29.5,96%
user_unique_290,player_290@steam.ua,40290,Game Vol.290,Running,19.99,24%
user_unique_291,player_291@steam.ua,40291,Game Vol.291,Installed,29.5,43%
user_unique_292,player_292@steam.ua,40292,Game Vol.292,In Library,29.5,85%
user_unique_293,player_293@steam.ua,40293,Game Vol.293,Running,9.99,18%
user_unique_294,player_294@steam.ua,40294,Game Vol.294,Installed,0.0,82%
user_unique_295,player_295@steam.ua,40295,Game Vol.295,Installed,9.99,43%
user_unique_296,player_296@steam.ua,40296,Game Vol.296,In Library,0.0,91%
user_unique_297,player_297@steam.ua,40297,Game Vol.297,In Library,59.99,61%
user_unique_298,player_298@steam.ua,40298,Game Vol.298,In Library,29.5,41%
user_unique_299,player_299@steam.ua,40299,Game Vol.299,Installed,0.0,65%
user_unique_300,player_300@steam.ua,40300,Game Vol.300,Installed,59.99,88%
user_unique_301,player_301@steam.ua,40301,Game Vol.301,Installed,0.0,54%
user_unique_302,player_302@steam.ua,40302,Game Vol.302,In Library,29.5,45%
user_unique_303,player_303@steam.ua,40303,Game Vol.303,In Library,29.5,12%
user_unique_304,player_304@steam.ua,40304,Game Vol.304,In Library,19.99,95%
user_unique_305,player_305@steam.ua,40305,Game Vol.305,Running,9.99,86%
user_unique_306,player_306@steam.ua,40306,Game Vol.306,Installed,9.99,17%
user_unique_307,player_307@steam.ua,40307,Game Vol.307,In Library,19.99,7%
user_unique_308,player_308@steam.ua,40308,Game Vol.308,Running,29.5,65%
user_unique_309,player_309@steam.ua,40309,Game Vol.309,In Library,0.0,44%
user_unique_310,player_310@steam.ua,40310,Game Vol.310,Running,19.99,62%
user_unique_311,player_311@steam.ua,40311,Game Vol.311,Running,29.5,11%
user_unique_312,player_312@steam.ua,40312,Game Vol.312,Running,29.5,21%
user_unique_313,player_313@steam.ua,40313,Game Vol.313,In Library,29.5,72%
user_unique_314,player_314@steam.ua,40314,Game Vol.314,Running,59.99,0%
user_unique_315,player_315@steam.ua,40315,Game Vol.315,In Library,0.0,36%
user_unique_316,player_316@steam.ua,40316,Game Vol.316,Running,0.0,95%
user_unique_317,player_317@steam.ua,40317,Game Vol.317,Running,29.5,17%
user_unique_318,player_318@steam.ua,40318,Game Vol.318,In Library,19.99,59%
user_unique_319,player_319@steam.ua,40319,Game Vol.319,In Library,0.0,66%
user_unique_320,player_320@steam.ua,40320,Game Vol.320,Installed,0.0,89%
user_unique_321,player_321@steam.ua,40321,Game Vol.321,Running,19.99,5%
user_unique_322,player_322@steam.ua,40322,Game Vol.322,Installed,59.99,62%
user_unique_323,player_323@steam.ua,40323,Game Vol.323,Running,29.5,47%
user_unique_324,player_324@steam.ua,40324,Game Vol.324,Installed,29.5,40%
user_unique_325,player_325@steam.ua,40325,Game Vol.325,Installed,29.5,3%
user_unique_326,player_326@steam.ua,40326,Game Vol.326,Running,19.99,75%
user_unique_327,player_327@steam.ua,40327,Game Vol.327,Running,59.99,1%
user_unique_328,player_328@steam.ua,40328,Game Vol.328,In Library,19.99,28%
user_unique_329,player_329@steam.ua,40329,Game Vol.329,In Library,29.5,82%
user_unique_330,player_330@steam.ua,40330,Game Vol.330,Running,0.0,46%
user_unique_331,player_331@steam.ua,40331,Game Vol.331,Installed,9.99,51%
user_unique_332,player_332@steam.ua,40332,Game Vol.332,Installed,59.99,68%
user_unique_333,player_333@steam.ua,40333,Game Vol.333,Installed,0.0,51%
user_unique_334,player_334@steam.ua,40334,Game Vol.334,In Library,59.99,62%
user_unique_335,player_335@steam.ua,40335,Game Vol.335,Running,9.99,49%
user_unique_336,player_336@steam.ua,40336,Game Vol.336,Running,0.0,24%
user_unique_337,player_337@steam.ua,40337,Game Vol.337,Running,9.99,45%
user_unique_338,player_338@steam.ua,40338,Game Vol.338,Installed,0.0,11%
user_unique_339,player_339@steam.ua,40339,Game Vol.339,Installed,19.99,47%
user_unique_340,player_340@steam.ua,40340,Game Vol.340,Installed,19.99,70%
user_unique_341,player_341@steam.ua,40341,Game Vol.341,Installed,9.99,89%
user_unique_342,player_342@steam.ua,40342,Game Vol.342,Installed,0.0,30%
user_unique_343,player_343@steam.ua,40343,Game Vol.343,Running,9.99,25%
user_unique_344,player_344@steam.ua,40344,Game Vol.344,Installed,29.5,0%
user_unique_345,player_345@steam.ua,40345,Game Vol.345,Running,19.99,24%
user_unique_346,player_346@steam.ua,40346,Game Vol.346,Running,9.99,69%
user_unique_347,player_347@steam.ua,40347,Game Vol.347,Installed,59.99,95%
user_unique_348,player_348@steam.ua,40348,Game Vol.348,Running,19.99,67%
user_unique_349,player_349@steam.ua,40349,Game Vol.349,In Library,19.99,67%
user_unique_350,player_350@steam.ua,40350,Game Vol.350,Running,0.0,14%
user_unique_351,player_351@steam.ua,40351,Game Vol.351,Running,29.5,86%
user_unique_352,player_352@steam.ua,40352,Game Vol.352,Running,29.5,83%
user_unique_353,player_353@steam.ua,40353,Game Vol.353,Installed,59.99,65%
user_unique_354,player_354@steam.ua,40354,Game Vol.354,Installed,19.99,58%
user_unique_355,player_355@steam.ua,40355,Game Vol.355,In Library,9.99,37%
user_unique_356,player_356@steam.ua,40356,Game Vol.356,In Library,29.5,22%
user_unique_357,player_357@steam.ua,40357,Game Vol.357,Installed,0.0,16%
user_unique_358,player_358@steam.ua,40358,Game Vol.358,In Library,59.99,11%
user_unique_359,player_359@steam.ua,40359,Game Vol.359,Running,59.99,48%
user_unique_360,player_360@steam.ua,40360,Game Vol.360,Running,59.99,17%
user_unique_361,player_361@steam.ua,40361,Game Vol.361,Installed,0.0,75%
